Image,Class,Nose_X,Nose_Y,Nose_Confidence,Left_Eye_X,Left_Eye_Y,Left_Eye_Confidence,Right_Eye_X,Right_Eye_Y,Right_Eye_Confidence,Left_Ear_X,Left_Ear_Y,Left_Ear_Confidence,Right_Ear_X,Right_Ear_Y,Right_Ear_Confidence,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Confidence,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Confidence,Left_Elbow_X,Left_Elbow_Y,Left_Elbow_Confidence,Right_Elbow_X,Right_Elbow_Y,Right_Elbow_Confidence,Left_Wrist_X,Left_Wrist_Y,Left_Wrist_Confidence,Right_Wrist_X,Right_Wrist_Y,Right_Wrist_Confidence,Left_Hip_X,Left_Hip_Y,Left_Hip_Confidence,Right_Hip_X,Right_Hip_Y,Right_Hip_Confidence,Left_Knee_X,Left_Knee_Y,Left_Knee_Confidence,Right_Knee_X,Right_Knee_Y,Right_Knee_Confidence,Left_Ankle_X,Left_Ankle_Y,Left_Ankle_Confidence,Right_Ankle_X,Right_Ankle_Y,Right_Ankle_Confidence
C:\miniproject\dataset\B_R_S\2633.jpg,B_R_S,0.38544974,0.47842082,0.26604974,0.37430647,0.47513467,0.31443223,0.3773671,0.48684183,0.22588375,0.37766013,0.46888041,0.4940663,0.3751433,0.49928474,0.4924566,0.40948662,0.4586082,0.62120515,0.4033583,0.5227952,0.55573,0.46225527,0.44149843,0.61985785,0.44771984,0.5308504,0.421045,0.4879796,0.45285803,0.4205892,0.48544973,0.51136327,0.21144491,0.509878,0.47866464,0.65255123,0.50412136,0.51993287,0.57305706,0.5937111,0.47255537,0.5596849,0.5772627,0.52487713,0.5548539,0.6779655,0.46686327,0.5502047,0.64354783,0.53555703,0.3979732
C:\miniproject\dataset\B_R_S\2634.jpg,B_R_S,0.38565165,0.47930303,0.27514377,0.3748481,0.4748776,0.31460124,0.37724727,0.48725688,0.22606696,0.37837943,0.46639046,0.46524215,0.3749496,0.49815387,0.4920866,0.41074073,0.45474723,0.59413636,0.40269542,0.5229942,0.5819532,0.46296263,0.44156632,0.6524685,0.44598466,0.5305245,0.39982805,0.48689014,0.45120642,0.4453467,0.485446,0.51022077,0.20622118,0.5077897,0.4777475,0.63021046,0.50265306,0.5209496,0.5703674,0.59325916,0.4720006,0.5451083,0.578615,0.5254051,0.5602912,0.6786794,0.46508396,0.5049703,0.64429,0.53371894,0.38126615
C:\miniproject\dataset\B_R_S\2635.jpg,B_R_S,0.38483354,0.4803062,0.32848912,0.3767269,0.4743902,0.31751266,0.37937933,0.48679176,0.24374937,0.37942097,0.46693632,0.49408993,0.37669158,0.49918476,0.53019583,0.4104875,0.45602757,0.62020725,0.40337744,0.52347237,0.5727572,0.46375772,0.44245914,0.66216946,0.447902,0.5316535,0.38819104,0.48582217,0.4517715,0.42406422,0.48384404,0.5112774,0.2110167,0.5078448,0.47742912,0.6179234,0.50236326,0.5206193,0.5503287,0.5952645,0.47212908,0.52377,0.57738924,0.5280026,0.3854516,0.67810935,0.4671826,0.5548181,0.64284146,0.5338593,0.3617592
C:\miniproject\dataset\B_R_S\2636.jpg,B_R_S,0.38767946,0.47997653,0.24498092,0.3767249,0.47632834,0.31035072,0.37989473,0.4885447,0.21499957,0.37996697,0.4672591,0.49364114,0.3776542,0.5010074,0.5667345,0.41088107,0.45507416,0.6080314,0.40394285,0.52366424,0.55225134,0.4643897,0.4425548,0.6471491,0.44737536,0.5331491,0.34885085,0.48383805,0.45359662,0.45582587,0.48096362,0.5125363,0.21132283,0.5078238,0.47689855,0.6217237,0.5017666,0.5206301,0.5327786,0.5916809,0.47480524,0.557969,0.5756264,0.52479845,0.5761745,0.67561626,0.4710253,0.573887,0.64051056,0.53340125,0.42333728
C:\miniproject\dataset\B_R_S\2637.jpg,B_R_S,0.38810107,0.4798869,0.26227212,0.3772284,0.4762233,0.3405134,0.37999463,0.4878065,0.25310993,0.3801186,0.467447,0.49690372,0.3768879,0.4982102,0.55355877,0.40959018,0.45601937,0.5883998,0.403729,0.51981694,0.5827629,0.46236935,0.44145557,0.6023715,0.44603541,0.5308021,0.36315772,0.48216912,0.45508727,0.4252718,0.47686768,0.5081532,0.19590384,0.50739795,0.47567776,0.5989078,0.5014417,0.51764166,0.4543026,0.5908989,0.47488508,0.5641698,0.57439774,0.52387613,0.60322183,0.6744336,0.4702759,0.5511772,0.64127207,0.53322184,0.42646444
C:\miniproject\dataset\B_R_S\2638.jpg,B_R_S,0.38648888,0.47990096,0.2542614,0.37560958,0.4772108,0.32494423,0.3789865,0.4876073,0.23544289,0.3785125,0.46901643,0.488454,0.37608466,0.49749365,0.5071058,0.40824002,0.45868644,0.58161855,0.4048299,0.51937634,0.6074748,0.46005115,0.44051126,0.5511862,0.44716057,0.5298275,0.37113658,0.475555,0.45512873,0.41621396,0.4761175,0.50683975,0.18850057,0.50801677,0.47548375,0.60920024,0.5025918,0.5163621,0.44878745,0.590544,0.4739197,0.5486547,0.5727373,0.5233017,0.6145466,0.6738,0.4682349,0.53604877,0.6397169,0.53244174,0.4241881
C:\miniproject\dataset\B_R_S\2639.jpg,B_R_S,0.38470638,0.48170024,0.3172154,0.37639788,0.47604656,0.31856352,0.37960973,0.48669612,0.24645387,0.37889567,0.46815223,0.48344263,0.37650463,0.4962644,0.47333145,0.40850672,0.457411,0.5662411,0.4048528,0.51853263,0.6097368,0.46122843,0.44065866,0.56189513,0.44781145,0.5291132,0.36966506,0.47742516,0.45526785,0.41140598,0.47436583,0.49688855,0.24854894,0.50905424,0.47506773,0.624445,0.5040941,0.5165167,0.47910178,0.5893652,0.47327518,0.5361814,0.5731613,0.52458024,0.60468835,0.6722854,0.46719316,0.4765357,0.63987166,0.5323007,0.43258387
C:\miniproject\dataset\B_R_S\2640.jpg,B_R_S,0.38486025,0.47933897,0.2625068,0.374087,0.47642294,0.2879479,0.37724134,0.48696545,0.22807884,0.37746847,0.46721968,0.41911662,0.37491906,0.49618435,0.4498822,0.40761733,0.45541185,0.51767516,0.40306112,0.5179364,0.581939,0.46290606,0.44076806,0.58456767,0.4494001,0.5288728,0.3869356,0.4860473,0.455411,0.4193083,0.48095098,0.49725428,0.255799,0.508541,0.47544664,0.63254964,0.50309473,0.5171542,0.49828297,0.5888273,0.47321162,0.5475035,0.5745361,0.5248374,0.62116003,0.67254066,0.46737316,0.50786316,0.6408044,0.5318404,0.3635391
C:\miniproject\dataset\B_R_S\2641.jpg,B_R_S,0.38557154,0.47853348,0.23906225,0.37432778,0.4755988,0.26111078,0.37731642,0.48679388,0.21159576,0.3781786,0.46627155,0.4176436,0.37491503,0.4966041,0.4807237,0.4099108,0.45374975,0.50829786,0.40434214,0.51787746,0.632185,0.46482584,0.43976974,0.5739472,0.45148632,0.529024,0.3625443,0.4883745,0.45345238,0.41705728,0.4815909,0.5088693,0.19121629,0.50779843,0.4742188,0.5994712,0.50217086,0.5178734,0.48889622,0.59210753,0.4712309,0.5331472,0.57672554,0.5249696,0.5639561,0.6755213,0.46616313,0.49390972,0.64201957,0.53285253,0.3862419
C:\miniproject\dataset\B_R_S\2642.jpg,B_R_S,0.38523963,0.47819057,0.31485787,0.37616327,0.47299856,0.25901014,0.37833712,0.48505074,0.24914797,0.3797755,0.4655501,0.43742958,0.37566403,0.49581537,0.49729222,0.41241986,0.45271873,0.5525736,0.40476254,0.517574,0.64327526,0.46443194,0.4392741,0.57691634,0.45003676,0.52828103,0.3558174,0.48641348,0.45042488,0.4075702,0.47859475,0.49683243,0.23605302,0.507436,0.47427863,0.5962608,0.5020629,0.5177809,0.4833474,0.5943112,0.47079873,0.50001335,0.5758548,0.524298,0.58220005,0.67869246,0.4654194,0.5091247,0.64240944,0.5325444,0.3832562
C:\miniproject\dataset\B_R_S\2643.jpg,B_R_S,0.38464168,0.47876015,0.31553632,0.37575796,0.47345302,0.2727064,0.3782438,0.4851851,0.2572584,0.37937507,0.46630773,0.45033664,0.37606218,0.4959354,0.5289975,0.4103077,0.4542525,0.54508203,0.40401173,0.518123,0.61988807,0.46205163,0.43915725,0.5689163,0.44585365,0.528166,0.3682954,0.47830683,0.45210353,0.38121825,0.47315204,0.496361,0.24357302,0.5067016,0.47418803,0.59156024,0.50191647,0.5179067,0.49242023,0.5917947,0.46819812,0.5053512,0.57501966,0.5224981,0.61929995,0.67831486,0.46389055,0.5038369,0.6439985,0.53208715,0.39136413
C:\miniproject\dataset\B_R_S\2644.jpg,B_R_S,0.3853001,0.47923046,0.32013223,0.37655592,0.4737155,0.28668863,0.37919995,0.4855764,0.27053228,0.37998807,0.4661712,0.45852774,0.3765775,0.49572912,0.52002966,0.410932,0.45400947,0.5587085,0.40415478,0.518062,0.62812114,0.46248168,0.43961757,0.58147085,0.44651142,0.52798796,0.37041298,0.4772406,0.45230713,0.37346074,0.4730343,0.49634567,0.24004172,0.50674945,0.4737359,0.5917255,0.5018174,0.5180552,0.49730638,0.5928635,0.46888888,0.5066982,0.57782054,0.52320373,0.5600337,0.6785458,0.46404058,0.52182335,0.6431563,0.5321089,0.38793057
C:\miniproject\dataset\B_R_S\2645.jpg,B_R_S,0.38621113,0.48106635,0.33377898,0.37735692,0.47534534,0.32911217,0.38058493,0.48688614,0.2671328,0.38029718,0.46685013,0.4802086,0.37739375,0.4963892,0.5232941,0.41117924,0.45386088,0.5542679,0.40472603,0.5186496,0.627554,0.465364,0.44017977,0.614535,0.45027632,0.52884454,0.36653915,0.48427913,0.45294553,0.43337443,0.47914347,0.50801724,0.17952299,0.5080201,0.4742584,0.61572444,0.5021468,0.5176784,0.49585545,0.59342915,0.47245428,0.5521219,0.5769305,0.52584666,0.59354126,0.6758223,0.4663651,0.5299339,0.6417558,0.53286743,0.36983508
C:\miniproject\dataset\B_R_S\2646.jpg,B_R_S,0.38451385,0.48133722,0.3286881,0.37574688,0.47528827,0.32150793,0.37908265,0.4863757,0.24911517,0.37845734,0.46661794,0.45669788,0.376117,0.49595076,0.49518436,0.4096193,0.4546537,0.5343782,0.40380302,0.5186534,0.5991211,0.4648569,0.44108358,0.5717825,0.4476004,0.5291702,0.36174256,0.4793873,0.45505357,0.40179268,0.47563916,0.49648353,0.24997184,0.5079413,0.47507703,0.6258197,0.5019752,0.5186619,0.5003525,0.5917053,0.4731872,0.57273984,0.57568824,0.5245217,0.60534203,0.67546475,0.4677029,0.56011885,0.64124024,0.5325402,0.36653802
C:\miniproject\dataset\B_R_S\2647.jpg,B_R_S,0.3854376,0.48068586,0.317104,0.37670097,0.47478822,0.3025991,0.3798737,0.48600072,0.2617912,0.37907946,0.4667274,0.46082819,0.37691647,0.49586147,0.5085124,0.4094681,0.4546398,0.53202593,0.4040996,0.51891357,0.60642767,0.46532792,0.44074732,0.5855623,0.4494833,0.52924126,0.36495817,0.4825763,0.45396638,0.4143459,0.4789179,0.49707678,0.2523065,0.5080279,0.47440267,0.6211379,0.50227606,0.51867056,0.51063216,0.59328955,0.47190508,0.5435912,0.57687706,0.5248316,0.58287454,0.6756755,0.46589366,0.51638895,0.6415131,0.5328823,0.36606824
C:\miniproject\dataset\B_R_S\2648.jpg,B_R_S,0.38598338,0.4789159,0.3220011,0.37710416,0.47343835,0.28678447,0.37964714,0.4854945,0.2670456,0.37976483,0.46615475,0.4560783,0.37686926,0.49557692,0.5039321,0.41051826,0.45352596,0.5466787,0.4039876,0.5188406,0.6154444,0.46472323,0.4405815,0.6225005,0.44976652,0.5287989,0.37507385,0.48667753,0.45292482,0.42003134,0.4825067,0.5081471,0.19311816,0.50781,0.47488335,0.6203268,0.50211453,0.5187609,0.51811725,0.59533596,0.47142884,0.52568614,0.5795206,0.52450407,0.5368272,0.67732793,0.46558052,0.52411515,0.64291555,0.5333529,0.37704587
C:\miniproject\dataset\B_R_S\2649.jpg,B_R_S,0.38673306,0.47842267,0.24687053,0.37578863,0.47486106,0.2889278,0.3785107,0.48647138,0.23608989,0.3789731,0.46626717,0.44778946,0.37613174,0.49600127,0.5151407,0.40961415,0.45343834,0.5199949,0.40298203,0.5186871,0.5791559,0.46405393,0.43995646,0.6240078,0.448431,0.5293555,0.36070016,0.4897273,0.45252773,0.4324568,0.4816508,0.50892866,0.19522183,0.50715774,0.47493917,0.6146923,0.5013723,0.51884884,0.5131615,0.5925271,0.47246,0.5553204,0.57650566,0.5256804,0.59157026,0.6753939,0.46657252,0.5047823,0.6414842,0.53347915,0.38441786
C:\miniproject\dataset\B_R_S\2650.jpg,B_R_S,0.38716745,0.47955492,0.26914132,0.37598178,0.47617579,0.30846268,0.37882552,0.48734492,0.26035014,0.37931272,0.46672764,0.45315018,0.37603995,0.49641508,0.47510368,0.4096251,0.4540791,0.5154404,0.4033312,0.5176982,0.5748259,0.46546024,0.4409086,0.6269141,0.44776583,0.52819645,0.3581974,0.4862835,0.45418525,0.43715248,0.47699705,0.49682784,0.2432141,0.5074008,0.47515374,0.6070486,0.50216943,0.51698035,0.47086248,0.5872134,0.4732225,0.558357,0.5738814,0.5258438,0.59707063,0.6719159,0.46957934,0.4876837,0.64000493,0.53415596,0.39060068
C:\miniproject\dataset\B_R_S\2651.jpg,B_R_S,0.38758355,0.4782918,0.25689945,0.37674382,0.47456327,0.29138282,0.3796284,0.48592883,0.2971339,0.37979245,0.46706933,0.4538825,0.37706235,0.49592993,0.46277615,0.4094021,0.4551136,0.51950556,0.40312177,0.517338,0.54873574,0.4640419,0.4407911,0.6234444,0.4473924,0.52723813,0.3529273,0.4883285,0.45209733,0.4500952,0.47936502,0.49586403,0.23660305,0.5064525,0.47613317,0.59674704,0.50152093,0.51697093,0.45376927,0.58649784,0.47227955,0.5402262,0.57259357,0.5258527,0.6126505,0.671146,0.4696902,0.46717903,0.6400906,0.5342651,0.4178124
C:\miniproject\dataset\B_R_S\2652.jpg,B_R_S,0.38475826,0.47862855,0.2995036,0.37655422,0.47305664,0.25885677,0.37891608,0.4848061,0.27858797,0.3798467,0.46636567,0.45098272,0.3766849,0.4958277,0.48540327,0.4103986,0.45457625,0.54844433,0.40321612,0.5181919,0.58263487,0.46356687,0.4399663,0.6154788,0.4464266,0.5292904,0.3399499,0.4859413,0.4520107,0.43548086,0.47896194,0.49746746,0.2385848,0.50542766,0.47588846,0.57522,0.5015014,0.5185126,0.48240167,0.58984375,0.46993527,0.5365949,0.5734531,0.52434796,0.58976555,0.67646384,0.4654131,0.5410176,0.63950485,0.5322912,0.39918503
C:\miniproject\dataset\B_R_S\2653.jpg,B_R_S,0.38339373,0.47912237,0.28401417,0.37512687,0.47307432,0.22241853,0.37749773,0.4849145,0.24008684,0.3786198,0.46473312,0.3813392,0.37553266,0.4954495,0.4697638,0.40995836,0.453209,0.5064274,0.40325835,0.5176347,0.5921661,0.46419397,0.44060546,0.5699733,0.4480286,0.5294515,0.35212126,0.4794363,0.45327944,0.40103427,0.4770471,0.49768755,0.23657915,0.50552064,0.47561088,0.5730955,0.5014134,0.51750344,0.4612569,0.5897262,0.46921995,0.53691465,0.57262725,0.52353877,0.591277,0.6748386,0.466436,0.53274614,0.6403943,0.5320842,0.3813838
C:\miniproject\dataset\B_R_S\2654.jpg,B_R_S,0.38470617,0.4776521,0.2458712,0.37476698,0.47404093,0.25122154,0.37731853,0.48580065,0.22849305,0.37825257,0.46456164,0.3837565,0.3757013,0.49536055,0.47785935,0.40904248,0.4526292,0.48572725,0.40275878,0.5182434,0.57577246,0.46370268,0.440367,0.57031405,0.44726652,0.5294246,0.36340803,0.48073226,0.4536445,0.42889297,0.483002,0.50933844,0.19414458,0.5044957,0.47479957,0.57052165,0.50067806,0.51759106,0.46833503,0.5885758,0.46923402,0.54100454,0.5721508,0.52345836,0.6032033,0.6753182,0.46631077,0.55277437,0.6401869,0.5323207,0.396169
C:\miniproject\dataset\B_R_S\2655.jpg,B_R_S,0.38335267,0.47974497,0.32502648,0.37535524,0.47319973,0.27484843,0.37794366,0.4843833,0.2773048,0.37597066,0.4697292,0.48193067,0.3760821,0.49337003,0.44261664,0.40760615,0.45283028,0.46144542,0.4013164,0.51838213,0.5845897,0.4611653,0.43948695,0.5032762,0.44279373,0.52955383,0.35654962,0.48143876,0.45178163,0.43016088,0.47841957,0.50778854,0.19276431,0.503348,0.47369787,0.5616639,0.50044894,0.51569027,0.42182142,0.5867457,0.46844628,0.45914602,0.56817144,0.5198377,0.5765534,0.6760377,0.46514615,0.50247425,0.6384563,0.5282703,0.39335984
C:\miniproject\dataset\B_R_S\2656.jpg,B_R_S,0.3845832,0.4796654,0.32632795,0.37628987,0.47353676,0.2957684,0.37947437,0.48553136,0.3004702,0.37886584,0.46437648,0.40083724,0.37724414,0.49428853,0.44292316,0.40703493,0.45637414,0.4995584,0.40147445,0.5187461,0.56263644,0.4602665,0.43733895,0.5072388,0.44487983,0.5276822,0.38864678,0.4784605,0.45381457,0.4221291,0.4846518,0.50685793,0.21149047,0.5054633,0.4712517,0.5522979,0.5020966,0.51486117,0.42660764,0.5883533,0.4674772,0.55675244,0.57239366,0.51840675,0.5960003,0.6763899,0.46375257,0.5028904,0.6418033,0.52618253,0.38063914
C:\miniproject\dataset\B_R_S\2657.jpg,B_R_S,0.3849141,0.4800978,0.31065613,0.37651306,0.47382274,0.28536546,0.37964582,0.48547775,0.2900584,0.37867782,0.4645044,0.3976753,0.37719598,0.4941054,0.43540516,0.4065821,0.45671603,0.47758344,0.40119535,0.5192276,0.57969165,0.45971233,0.4368744,0.50966036,0.44515473,0.52786237,0.3896984,0.47899544,0.45312378,0.43714422,0.484416,0.5073482,0.21487905,0.5049813,0.47122085,0.5500077,0.50173134,0.5152285,0.43235418,0.58764035,0.46710318,0.5657462,0.57139,0.51885253,0.60092336,0.6757324,0.46266842,0.4789837,0.6411083,0.5266526,0.3879357
C:\miniproject\dataset\B_R_S\2658.jpg,B_R_S,0.38568765,0.47670215,0.30427018,0.37703878,0.47107643,0.23733525,0.3796049,0.48264897,0.3073112,0.37722555,0.468771,0.5227296,0.37933674,0.5002856,0.46516412,0.40770903,0.4566087,0.49255422,0.40345603,0.51659316,0.5688508,0.46096426,0.43739095,0.49383917,0.44599718,0.5264686,0.38979414,0.4741673,0.45344558,0.40509343,0.4770198,0.49592203,0.25352132,0.50442314,0.46966523,0.500683,0.50092244,0.5133609,0.3786144,0.5844393,0.4671044,0.5553638,0.57124454,0.5178634,0.59874684,0.67623436,0.46511662,0.5486125,0.6421253,0.5277885,0.3185808
C:\miniproject\dataset\B_R_S\2659.jpg,B_R_S,0.38600743,0.4779077,0.26148504,0.37499264,0.47386274,0.2826027,0.37773016,0.48489586,0.2759029,0.3786047,0.4641414,0.38471594,0.37755385,0.50132966,0.44025657,0.40714502,0.4531015,0.43765038,0.40185946,0.5182314,0.58441997,0.45916006,0.43787214,0.47889668,0.44910583,0.5251441,0.39582583,0.46900445,0.45383847,0.3663486,0.47141677,0.49468318,0.23581459,0.50425744,0.4701897,0.51637435,0.50060993,0.5144921,0.37716642,0.5844981,0.46713808,0.5470997,0.57208025,0.5190283,0.63609374,0.67666334,0.46102837,0.36578682,0.64299613,0.52887076,0.35438198
C:\miniproject\dataset\B_R_S\2660.jpg,B_R_S,0.38533142,0.47587588,0.30824435,0.37666693,0.4704823,0.23222704,0.37890062,0.4820771,0.31164858,0.37731662,0.4680083,0.53432214,0.37841195,0.5002054,0.46347833,0.40754116,0.45334598,0.43774033,0.40258086,0.5179115,0.5767231,0.45966575,0.4383214,0.5018646,0.44926777,0.52520746,0.4020087,0.4779064,0.45492837,0.4472716,0.47395584,0.5034946,0.1470866,0.5044737,0.47029465,0.5159849,0.50135434,0.5144415,0.3889976,0.584268,0.46633396,0.5437276,0.57200474,0.5200859,0.62032557,0.6765217,0.4642128,0.47591758,0.6432785,0.53053236,0.3802994
C:\miniproject\dataset\B_R_S\2661.jpg,B_R_S,0.38902816,0.47284126,0.29394037,0.3779172,0.471669,0.33253622,0.38237116,0.48084116,0.3109774,0.3792799,0.46727252,0.5689684,0.38062462,0.49971718,0.49207276,0.40786088,0.45686865,0.48694944,0.4038897,0.5171416,0.5795951,0.46013373,0.43739277,0.51703227,0.44610974,0.52477795,0.36841908,0.4740492,0.45361122,0.3488574,0.47220415,0.4953084,0.23649885,0.5035213,0.47017747,0.48646235,0.50076425,0.5143306,0.36963606,0.58415335,0.46688354,0.55066425,0.5733293,0.5201975,0.6106516,0.6759228,0.46311477,0.47024372,0.6425484,0.53135246,0.36106488
C:\miniproject\dataset\B_R_S\2662.jpg,B_R_S,0.39012843,0.47126517,0.28001836,0.37882736,0.4704354,0.3449488,0.3826338,0.47968996,0.31041396,0.3804193,0.46580702,0.62150925,0.38069987,0.4982288,0.53814876,0.40961587,0.45478886,0.56429666,0.4044506,0.5157454,0.5873203,0.46176988,0.43716785,0.52138996,0.44726244,0.5242081,0.3735198,0.47504625,0.45381874,0.3272834,0.4726184,0.49643722,0.25341314,0.5035424,0.46805936,0.45162496,0.500271,0.5131391,0.49452648,0.5827057,0.46557447,0.56690687,0.5729707,0.5188117,0.59354705,0.6749348,0.4630769,0.46954927,0.6433326,0.52968854,0.3593009
C:\miniproject\dataset\B_R_S\2663.jpg,B_R_S,0.38984275,0.47045434,0.27749702,0.37838867,0.4698804,0.34753504,0.3820052,0.47860372,0.3097301,0.37978622,0.4658359,0.6145756,0.38016143,0.4972769,0.55627406,0.40888917,0.45485982,0.55169475,0.40381283,0.52092963,0.51080406,0.46209714,0.436716,0.51487714,0.4468582,0.5248534,0.3637977,0.47429037,0.4540559,0.32892695,0.47211593,0.49672812,0.2649416,0.50361484,0.4673501,0.44447073,0.500068,0.51199764,0.5097981,0.58281696,0.46564135,0.5683916,0.57222956,0.51827276,0.5919776,0.67452157,0.46385172,0.4684948,0.6432184,0.5286399,0.33842662
C:\miniproject\dataset\B_R_S\2664.jpg,B_R_S,0.39001685,0.4713298,0.2846804,0.3788232,0.47095078,0.3514989,0.38255957,0.4791865,0.32576168,0.3801622,0.4668906,0.6120784,0.38076603,0.49790415,0.5522249,0.40852544,0.45558345,0.5374489,0.40399414,0.5207009,0.51463276,0.46215189,0.43552244,0.5409927,0.4471838,0.5241232,0.36110654,0.47202048,0.4542224,0.30793267,0.47223908,0.49642542,0.25899795,0.5032099,0.4665929,0.42227012,0.4999941,0.5119258,0.5032471,0.5845554,0.4646223,0.5914747,0.57278836,0.51760125,0.5838195,0.6762556,0.46207893,0.50613713,0.6442811,0.527273,0.33664083
C:\miniproject\dataset\B_R_S\2665.jpg,B_R_S,0.38768104,0.47189778,0.27318427,0.3768322,0.4708635,0.34689704,0.38083935,0.47896963,0.30895868,0.37870055,0.4671833,0.60905033,0.38015765,0.49729568,0.5346722,0.40728626,0.4555417,0.5264882,0.4033597,0.519621,0.5311143,0.4617515,0.43467507,0.56446457,0.44685727,0.5236553,0.3541858,0.47187227,0.45212337,0.34421572,0.47601053,0.49528039,0.25024682,0.5039425,0.46660718,0.42562872,0.5008062,0.51235306,0.50941986,0.58395296,0.46298543,0.5987812,0.57318646,0.51718765,0.4722874,0.6784106,0.45952675,0.54178804,0.6462729,0.5275786,0.32130635
C:\miniproject\dataset\B_R_S\2666.jpg,B_R_S,0.38843518,0.47229487,0.2651112,0.37737682,0.47100607,0.36325344,0.38172266,0.47946575,0.3018865,0.37940192,0.46592072,0.6315912,0.38076714,0.496865,0.54338247,0.40741673,0.45410913,0.5408566,0.40432975,0.5191783,0.5001618,0.46280023,0.43430656,0.6080654,0.44843832,0.5215506,0.36712193,0.4744362,0.45086646,0.35399908,0.48284057,0.5050173,0.17149244,0.50476176,0.4658053,0.424773,0.5016887,0.51232255,0.5195116,0.58290696,0.46145228,0.61671454,0.57393336,0.5167664,0.47964022,0.67803985,0.4581428,0.5347983,0.64722085,0.5280661,0.34932265
C:\miniproject\dataset\B_R_S\2667.jpg,B_R_S,0.38872615,0.4706141,0.2734881,0.3776066,0.46936345,0.38524437,0.38115782,0.4776049,0.31073645,0.379681,0.46480227,0.63376087,0.37975502,0.49481055,0.57337445,0.40795597,0.4542813,0.5584812,0.40449104,0.5184507,0.5074453,0.46392336,0.4341533,0.5829701,0.44895214,0.5223967,0.36295697,0.47610274,0.45161778,0.3573065,0.47761664,0.49566182,0.26114535,0.5045338,0.46632934,0.4280097,0.50143105,0.5119713,0.5236863,0.5826843,0.4627931,0.61456716,0.572595,0.5171359,0.5866403,0.67712504,0.4600679,0.51070076,0.6458457,0.5269714,0.3270472
C:\miniproject\dataset\B_R_S\2668.jpg,B_R_S,0.38798645,0.47178024,0.28408936,0.37628016,0.47090513,0.35854617,0.3806054,0.47852463,0.31097665,0.37854648,0.4658629,0.60331184,0.3793651,0.4962307,0.5459267,0.40800387,0.454664,0.5400654,0.4042146,0.5201434,0.5203367,0.46250865,0.4359273,0.49813864,0.44794664,0.52317184,0.36257026,0.47763735,0.45362416,0.37133032,0.47751856,0.49551943,0.2597195,0.50503993,0.46599707,0.42582107,0.50157166,0.5111462,0.5449801,0.5840279,0.4651131,0.61006427,0.57267123,0.5169831,0.57639474,0.676501,0.4631896,0.52926034,0.64287245,0.52566206,0.2760279
C:\miniproject\dataset\B_R_S\2669.jpg,B_R_S,0.38710284,0.47209275,0.29886472,0.3754691,0.47107744,0.3765407,0.38001606,0.47820562,0.3093013,0.37817723,0.46581477,0.60530627,0.37924078,0.49554148,0.56380004,0.40797105,0.4553937,0.52971584,0.40401983,0.5195021,0.53730273,0.46316078,0.43438658,0.54125243,0.4454409,0.5211024,0.36476806,0.4786692,0.4519911,0.39297312,0.4842592,0.50464696,0.17602535,0.50550604,0.46490183,0.40881512,0.501765,0.5109085,0.5387186,0.5836209,0.46476594,0.60247767,0.570924,0.5169499,0.54582053,0.6765776,0.46260026,0.58318776,0.64172024,0.5249814,0.27161378
C:\miniproject\dataset\B_R_S\2670.jpg,B_R_S,0.3858459,0.47014454,0.28481993,0.37395775,0.46927723,0.3541457,0.3782372,0.47689557,0.28222546,0.3767857,0.46535254,0.5584241,0.37677214,0.4948748,0.512649,0.4067654,0.4545584,0.5229377,0.40295422,0.51842785,0.5607292,0.4613844,0.43469933,0.5381732,0.44738746,0.5235942,0.3950005,0.47455412,0.4526858,0.38363814,0.47869676,0.49462956,0.2517072,0.5044441,0.46917692,0.5385159,0.50119644,0.5100648,0.51741266,0.58238274,0.46297827,0.5989368,0.5705881,0.5157194,0.5221176,0.6782077,0.46046308,0.6200284,0.6440647,0.5250454,0.26567373
